1;806.0;2176.0;5400.0;256;-1.0;-1.0;256;5400.0;-1.0;0;92605928607567;77085908864199;-1;-1;-1;-1;-1
2;1612.0;20159.0;3600.0;1024;-1.0;-1.0;1024;3600.0;-1.0;1;29946708553445;59952278975375;-1;-1;-1;-1;-1
3;2418.0;2872.0;2400.0;256;-1.0;-1.0;256;2400.0;-1.0;0;50394197576862;77085908864199;-1;-1;-1;-1;-1
4;3224.0;90.0;253.0;384;-1.0;-1.0;384;3600.0;-1.0;1;26954937785377;15104543145329;-1;-1;-1;-1;-1
5;4030.0;1189.0;21600.0;128;-1.0;-1.0;128;21600.0;-1.0;1;1606903877857;50573998666635;-1;-1;-1;-1;-1
6;4836.0;36.0;1800.0;128;-1.0;-1.0;128;1800.0;-1.0;0;48270698286719;3718477349597;-1;-1;-1;-1;-1
7;5642.0;22.0;159.0;128;-1.0;-1.0;128;1800.0;-1.0;1;36383427370518;59952278975375;-1;-1;-1;-1;-1
8;6448.0;20.0;703.0;256;-1.0;-1.0;256;2700.0;-1.0;1;92605928607567;77085908864199;-1;-1;-1;-1;-1
9;7254.0;2022.0;195.0;512;-1.0;-1.0;512;3600.0;-1.0;1;29946708553445;59952278975375;-1;-1;-1;-1;-1
10;8060.0;39.0;12160.0;256;-1.0;-1.0;256;21600.0;-1.0;1;92605928607567;77085908864199;-1;-1;-1;-1;-1
11;8866.0;13015.0;21600.0;512;-1.0;-1.0;512;21600.0;-1.0;0;16270357890180;59952278975375;-1;-1;-1;-1;-1
12;9672.0;31702.0;20742.0;128;-1.0;-1.0;128;21600.0;-1.0;1;79972850335749;11403120966350;-1;-1;-1;-1;-1
13;10478.0;5188.0;21600.0;128;-1.0;-1.0;128;21600.0;-1.0;0;75638912048022;57087536043062;-1;-1;-1;-1;-1
14;11284.0;3894.0;6417.0;128;-1.0;-1.0;128;9000.0;-1.0;1;555204507222;66624164426058;-1;-1;-1;-1;-1
15;12090.0;3608.0;5466.0;128;-1.0;-1.0;128;9000.0;-1.0;1;555204507222;66624164426058;-1;-1;-1;-1;-1
16;12896.0;2020.0;93.0;512;-1.0;-1.0;512;1800.0;-1.0;1;1158558810669;79579391972897;-1;-1;-1;-1;-1
17;13702.0;2786.0;3837.0;256;-1.0;-1.0;256;5400.0;-1.0;1;92605928607567;77085908864199;-1;-1;-1;-1;-1
18;14508.0;1145.0;1206.0;256;-1.0;-1.0;256;2400.0;-1.0;0;92605928607567;77085908864199;-1;-1;-1;-1;-1
19;15314.0;18.0;930.0;512;-1.0;-1.0;512;1800.0;-1.0;0;20020028632143;30599818160105;-1;-1;-1;-1;-1
20;16120.0;18.0;1268.0;128;-1.0;-1.0;128;1800.0;-1.0;1;48270698286719;3718477349597;-1;-1;-1;-1;-1
21;16926.0;1531.0;3421.0;128;-1.0;-1.0;128;21600.0;-1.0;1;26137101103615;71488150708139;-1;-1;-1;-1;-1
22;17732.0;162559.0;11689.0;128;-1.0;-1.0;128;21600.0;-1.0;1;26137101103615;71488150708139;-1;-1;-1;-1;-1
23;18538.0;18.0;90.0;128;-1.0;-1.0;128;1800.0;-1.0;1;1158558810669;79579391972897;-1;-1;-1;-1;-1
24;19344.0;3322.0;5314.0;128;-1.0;-1.0;128;7200.0;-1.0;1;26137101103615;71488150708139;-1;-1;-1;-1;-1
25;20150.0;956.0;3600.0;912;-1.0;-1.0;912;3600.0;-1.0;0;89254331863138;20654051015458;-1;-1;-1;-1;-1
26;20956.0;127.0;6712.0;128;-1.0;-1.0;128;21600.0;-1.0;1;26137101103615;71488150708139;-1;-1;-1;-1;-1
27;21762.0;7646.0;21600.0;128;-1.0;-1.0;128;21600.0;-1.0;0;29465017993685;80350768603547;-1;-1;-1;-1;-1
