1;5094.0;-1.0;12072.0;16;-1.0;-1.0;16;12072.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
2;5170.0;-1.0;2.0;1;-1.0;-1.0;1;2.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
3;6742.0;-1.0;24089.0;1;-1.0;-1.0;1;24089.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
4;7287.0;-1.0;9053.0;128;-1.0;-1.0;128;9053.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
5;7454.0;-1.0;8843.0;1;-1.0;-1.0;1;8843.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
6;8071.0;-1.0;8.0;1;-1.0;-1.0;1;8.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
7;8184.0;-1.0;82.0;1;-1.0;-1.0;1;82.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
8;9213.0;-1.0;652.0;32;-1.0;-1.0;32;652.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
9;10431.0;-1.0;107.0;1;-1.0;-1.0;1;107.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
10;10988.0;-1.0;15613.0;16;-1.0;-1.0;16;15613.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
11;11493.0;-1.0;36.0;13;-1.0;-1.0;13;36.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
12;11565.0;-1.0;16551.0;1;-1.0;-1.0;1;16551.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
13;37264.0;-1.0;4.0;1;-1.0;-1.0;1;4.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
14;37619.0;-1.0;36.0;1;-1.0;-1.0;1;36.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
15;38486.0;-1.0;24.0;8;-1.0;-1.0;8;24.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
16;38530.0;-1.0;10.0;8;-1.0;-1.0;8;10.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
17;38721.0;-1.0;95.0;4;-1.0;-1.0;4;95.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
18;38745.0;-1.0;7.0;1;-1.0;-1.0;1;7.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
19;38956.0;-1.0;328.0;8;-1.0;-1.0;8;328.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
20;39338.0;-1.0;14899.0;16;-1.0;-1.0;16;14899.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
21;39509.0;-1.0;14718.0;32;-1.0;-1.0;32;14718.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
22;39571.0;-1.0;187.0;1;-1.0;-1.0;1;187.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
23;39641.0;-1.0;320.0;9;-1.0;-1.0;9;320.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
24;40091.0;-1.0;87.0;2;-1.0;-1.0;2;87.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
25;40308.0;-1.0;147.0;8;-1.0;-1.0;8;147.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
26;40439.0;-1.0;14915.0;64;-1.0;-1.0;64;14915.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
27;40579.0;-1.0;24263.0;1;-1.0;-1.0;1;24263.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
28;40585.0;-1.0;1401.0;4;-1.0;-1.0;4;1401.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
29;40625.0;-1.0;12635.0;166;-1.0;-1.0;166;12635.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
30;40767.0;-1.0;17.0;1;-1.0;-1.0;1;17.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
31;40790.0;-1.0;43.0;2;-1.0;-1.0;2;43.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
32;40913.0;-1.0;163.0;1;-1.0;-1.0;1;163.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
33;41176.0;-1.0;35.0;4;-1.0;-1.0;4;35.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
34;41285.0;-1.0;32.0;1;-1.0;-1.0;1;32.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
35;41496.0;-1.0;22604.0;64;-1.0;-1.0;64;22604.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
36;41515.0;-1.0;8960.0;128;-1.0;-1.0;128;8960.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
37;41825.0;-1.0;13628.0;32;-1.0;-1.0;32;13628.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
38;41848.0;-1.0;11073.0;4;-1.0;-1.0;4;11073.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
39;41899.0;-1.0;11516.0;128;-1.0;-1.0;128;11516.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
40;41947.0;-1.0;42.0;2;-1.0;-1.0;2;42.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
41;41968.0;-1.0;42.0;7;-1.0;-1.0;7;42.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
42;42006.0;-1.0;13284.0;16;-1.0;-1.0;16;13284.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
43;42218.0;-1.0;92.0;1;-1.0;-1.0;1;92.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
44;42458.0;-1.0;6507.0;1;-1.0;-1.0;1;6507.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
45;42556.0;-1.0;16.0;4;-1.0;-1.0;4;16.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
46;42563.0;-1.0;7577.0;16;-1.0;-1.0;16;7577.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
47;55379.0;-1.0;16.0;1;-1.0;-1.0;1;16.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
48;57653.0;-1.0;933.0;32;-1.0;-1.0;32;933.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
49;58207.0;-1.0;1.0;4;-1.0;-1.0;4;1.0;-1.0;1;-1;-1;-1;0;-1;-1;-1
